TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
6,82E+13;0.2064;-0.7786;95.496
6,82E+13;0.5561;-10.469;98.203
6,82E+13;0.5274;-10.253;98.203
6,82E+13;0.3753;-0.9702;91.077
6,82E+13;0.2866;-0.8516;102.192
6,82E+13;0.2447;-10.109;98.778
6,82E+13;0.0806;-0.8852;100.838
6,82E+13;0.4328;-10.385;93.281
6,82E+13;0.6627;-0.9690;102.096
6,82E+13;0.5849;-0.9654;98.802
6,82E+13;0.3238;-0.8864;96.347
6,82E+13;0.1609;-0.9511;100.287
6,82E+13;0.3657;-0.8373;96.766
6,82E+13;0.3274;-0.8576;98.299
6,82E+13;0.3861;-0.9558;97.329
6,82E+13;0.7166;-10.145;103.210
6,82E+13;0.4903;-0.9798;98.647
6,82E+13;0.2567;-0.9043;91.664
6,82E+13;0.2639;-0.8804;100.395
6,82E+13;0.1896;-0.8768;96.898
6,82E+13;0.3142;-0.9990;100.862
6,82E+13;0.3190;-0.9235;95.341
6,82E+13;0.5322;-0.8804;99.150
6,82E+13;0.7130;-0.8672;95.964
6,82E+13;0.1166;-10.385;97.856
6,82E+13;0.3130;-0.8864;97.018
6,82E+13;0.4220;-0.9606;93.808
6,82E+13;0.3537;-10.014;108.049
6,82E+13;0.3310;-0.8289;93.544
6,82E+13;0.5513;-0.9475;101.952
6,82E+13;0.6076;-10.864;96.586
6,82E+13;0.4639;-11.427;99.485
6,82E+13;0.3621;-0.7187;96.706
6,82E+13;0.0112;-0.8888;99.257
6,82E+13;-0.1362;-0.7355;99.605
6,82E+13;0.5442;-10.816;93.748
6,82E+13;0.4340;-0.9882;105.438
6,82E+13;0.6424;-0.8109;92.382
6,82E+13;0.5645;-0.9175;102.707
6,82E+13;0.6567;-0.8984;98.155
6,82E+13;0.4172;-0.9810;98.730
6,82E+13;0.4723;-0.9714;98.850
6,82E+13;0.2279;-0.6947;93.520
6,82E+13;0.0639;-0.9451;102.084
6,82E+13;0.1441;-10.409;96.778
6,82E+13;0.5130;-0.8397;97.593
6,82E+13;0.1908;-0.9990;95.808
6,82E+13;0.1848;-0.9031;99.054
6,82E+13;0.1980;-0.8876;98.886
6,82E+13;0.3082;-0.8397;97.569
6,82E+13;0.2184;-0.9199;94.934
6,82E+13;0.4316;-0.7858;97.521
6,82E+13;0.1405;-10.816;104.264
6,82E+13;0.3597;-0.8253;92.119
6,82E+13;0.4040;-0.8672;99.497
6,82E+13;0.6124;-0.9163;100.611
6,82E+13;0.2124;-0.8924;96.443
6,82E+13;0.1405;-0.9367;98.239
6,82E+13;0.1824;-0.8373;98.323
6,82E+13;-0.0068;-0.9343;95.269
6,82E+13;0.3825;-0.9199;95.604
6,82E+13;0.0842;-10.361;102.419
6,82E+13;0.4986;-0.7283;91.580
6,82E+13;0.5561;-0.8217;99.054
6,82E+13;0.2627;-0.8157;98.299
6,82E+13;-0.0128;-0.8516;93.927
6,82E+13;0.2483;-0.7953;96.023
6,82E+13;0.0507;-0.9319;99.413
6,82E+13;-0.0727;-0.7163;91.640
6,82E+13;0.1094;-0.8085;91.676
6,82E+13;-0.3242;-0.8313;100.371
6,82E+13;-0.0080;-0.8337;89.867
6,82E+13;0.4184;-0.8504;100.299
6,82E+13;0.4795;-0.8157;90.071
6,82E+13;0.1489;-0.8564;97.509
6,82E+13;0.0878;-0.7810;94.874
6,82E+13;-0.1230;-0.9894;98.060
6,82E+13;-0.0559;-0.9187;94.323
6,82E+13;-0.0930;-0.7977;96.431
6,82E+13;-0.3326;-11.487;102.515
6,82E+13;0.3657;-0.8960;99.665
6,82E+13;0.2615;-10.337;102.994
6,82E+13;0.2507;-0.9079;98.479
6,82E+13;0.2507;-10.241;104.144
6,82E+13;0.1261;-10.038;101.677
6,82E+13;0.1836;-11.211;106.432
6,82E+13;0.4819;-0.7774;100.395
6,82E+13;-0.1362;-10.828;98.096
6,82E+13;-0.0847;-0.9630;103.989
6,82E+13;0.2124;-0.8720;97.569
6,82E+13;-0.0212;-0.9954;103.989
6,82E+13;0.4316;-0.7546;95.880
6,82E+13;0.0136;-0.9307;98.730
6,82E+13;0.1992;-0.9451;97.113
6,82E+13;0.3956;-0.9499;102.168
6,82E+13;0.3729;-0.7570;94.922
6,82E+13;0.2375;-0.8995;94.730
6,82E+13;0.2579;-0.8504;99.928
6,82E+13;0.1764;-10.577;101.294
6,82E+13;0.1776;-10.193;95.161
6,82E+13;0.2256;-0.6852;98.599
6,82E+13;-0.3074;-0.9930;94.682
6,82E+13;0.1309;-0.8540;98.132
6,82E+13;0.0902;-10.636;97.724
6,82E+13;0.4220;-0.7762;95.341
6,82E+13;0.4974;-0.7534;100.455
6,82E+13;0.2435;-0.8900;96.730
6,82E+13;0.2555;-0.9642;98.108
6,82E+13;0.3453;-0.9127;92.143
6,82E+13;0.1633;-0.8995;94.838
6,82E+13;0.2004;-0.8337;94.850
6,82E+13;0.2986;-10.169;97.988
6,82E+13;0.1729;-11.607;93.915
6,82E+13;0.4220;-10.157;92.897
6,82E+13;-0.1458;-14.601;99.030
6,82E+13;0.1249;-10.577;88.621
6,82E+13;0.0663;-16.673;95.940
6,82E+13;0.5454;-15.763;84.489
6,82E+13;0.1800;-17.535;88.729
6,82E+13;0.1094;-17.272;87.244
6,82E+13;0.0531;-17.847;91.316
6,82E+13;0.3154;-19.140;90.514
6,82E+13;0.1501;-19.823;91.161
6,82E+13;0.1034;-21.201;92.203
6,82E+13;0.1800;-23.452;104.468
6,82E+13;0.3381;-25.848;97.724
6,82E+13;0.2040;-20.709;114.098
6,82E+13;0.3908;-22.794;96.012
6,82E+13;0.1836;-25.189;117.176
6,82E+13;0.6771;-25.584;107.127
6,82E+13;0.2423;-22.219;113.978
6,82E+13;0.5394;-19.500;101.785
6,82E+13;0.4591;-23.404;109.798
6,82E+13;0.3274;-22.722;109.426
6,82E+13;0.2004;-23.836;105.653
6,82E+13;0.5981;-21.021;113.379
6,82E+13;0.2531;-20.817;96.179
6,82E+13;0.0591;-21.823;104.012
6,82E+13;0.4112;-18.302;91.759
6,82E+13;0.0375;-19.512;94.910
6,82E+13;0.5130;-15.763;85.950
6,82E+13;0.4100;-17.452;88.681
6,82E+13;0.3214;-17.619;92.550
6,82E+13;0.1705;-17.607;81.088
6,82E+13;0.2735;-17.835;81.028
6,82E+13;0.4016;-16.469;80.800
6,82E+13;-0.3326;-20.075;88.142
6,82E+13;0.1525;-18.182;90.574
6,82E+13;0.0974;-18.829;86.394
6,82E+13;0.3250;-17.835;87.579
6,82E+13;0.3094;-19.416;94.119
6,82E+13;-0.0188;-20.494;89.568
6,82E+13;0.0507;-19.584;89.280
6,82E+13;0.1333;-19.631;93.652
6,82E+13;0.0531;-19.152;94.694
6,82E+13;0.3417;-20.123;99.353
6,82E+13;0.3094;-19.739;94.802
6,82E+13;0.3070;-18.613;99.988
6,82E+13;0.0028;-20.769;97.341
6,82E+13;0.0950;-15.523;100.575
6,82E+13;0.1190;-15.104;107.246
6,82E+13;0.8041;-14.924;95.305
6,82E+13;0.3789;-14.529;105.665
6,82E+13;0.0878;-14.685;97.078
6,82E+13;0.0076;-12.720;100.347
6,82E+13;0.3034;-10.541;100.479
6,82E+13;0.6603;-10.349;95.676
6,82E+13;0.0052;-12.697;94.419
6,82E+13;0.1273;-12.026;103.557
6,82E+13;0.4016;-13.894;103.042
6,82E+13;0.4423;-0.9295;99.916
6,82E+13;0.5813;-10.073;91.712
6,82E+13;0.1561;-11.127;109.307
6,82E+13;-0.0511;-14.697;97.006
6,82E+13;0.1381;-0.9870;94.682
6,82E+13;0.1213;-10.660;98.395
6,82E+13;0.5202;-0.9127;107.498
6,82E+13;0.2267;-12.720;100.084
6,82E+13;0.1836;-11.942;93.125
6,82E+13;0.1190;-10.301;98.251
6,82E+13;0.2232;-11.702;96.395
6,82E+13;0.1633;-0.9043;97.221
6,82E+13;0.1740;-10.780;95.089
6,82E+13;0.1800;-10.648;95.976
6,82E+13;0.1573;-10.972;94.275
6,82E+13;-0.0236;-11.427;101.353
6,82E+13;0.5897;-10.289;89.807
6,82E+13;0.0471;-0.9606;96.898
6,82E+13;0.1094;-11.391;90.825
6,82E+13;-0.3146;-10.038;97.545
6,82E+13;0.0950;-11.151;93.221
6,82E+13;0.4651;-11.391;98.635
6,82E+13;0.4244;-12.960;98.060
6,82E+13;-0.5242;-12.840;99.653
6,82E+13;-0.0775;-10.026;94.215
6,82E+13;0.2663;-12.002;104.001
6,82E+13;0.4783;-11.654;95.676
6,82E+13;0.1094;-12.816;98.479
6,82E+13;-0.3218;-12.649;100.623
6,82E+13;0.2052;-10.217;97.664
6,82E+13;0.2747;-11.151;105.845
6,82E+13;0.4280;-12.265;95.892
6,82E+13;-0.0116;-12.134;99.413
6,82E+13;-0.0068;-12.193;98.706
6,82E+13;0.2507;-11.978;101.785
6,82E+13;0.4435;-12.445;101.605
6,82E+13;0.1309;-0.9439;97.221
6,82E+13;-0.2260;-13.008;98.060
6,82E+13;-0.1961;-13.475;102.994
6,82E+13;0.2483;-11.151;97.940
6,82E+13;0.1717;-0.9594;95.748
6,82E+13;0.4723;-0.9558;93.065
6,82E+13;0.0207;-11.283;97.808
6,82E+13;-0.3398;-11.499;88.849
6,82E+13;0.2962;-0.8097;90.682
6,82E+13;0.1992;-10.157;96.059
6,82E+13;0.2435;-0.9798;95.592
6,82E+13;0.2399;-12.505;88.154
6,82E+13;-0.2224;-11.906;91.352
6,82E+13;-0.1865;-10.265;92.275
6,82E+13;0.0291;-12.050;99.772
6,82E+13;0.2555;-11.810;95.125
6,82E+13;0.1980;-10.217;94.227
6,82E+13;-0.3518;-14.194;94.838
6,82E+13;0.0052;-12.912;106.636
6,82E+13;0.1788;-11.547;95.952
6,82E+13;0.2208;-11.631;103.905
6,82E+13;0.0854;-12.277;99.725
6,82E+13;-0.2691;-14.589;101.785
6,82E+13;0.0124;-10.121;98.503
6,82E+13;0.1213;-13.164;102.348
6,82E+13;0.4759;-12.229;108.264
6,82E+13;0.2256;-12.744;96.742
6,82E+13;-0.3122;-11.738;101.425
6,82E+13;-0.0535;-11.319;101.090
6,82E+13;0.3789;-12.361;100.779
6,82E+13;0.1920;-0.9702;100.503
6,82E+13;0.1525;-13.008;95.137
6,82E+13;0.1908;-10.433;99.377
6,82E+13;0.1525;-12.876;96.574
6,82E+13;-0.1553;-0.9235;99.461
6,82E+13;0.0950;-10.972;93.664
6,82E+13;0.1896;-11.115;99.102
6,82E+13;0.2004;-12.421;92.287
6,82E+13;-0.0607;-11.678;94.946
6,82E+13;-0.3733;-0.9079;94.993
6,82E+13;0.1525;-10.972;92.945
6,82E+13;0.2675;-11.367;102.707
6,82E+13;0.3837;-11.187;89.412
6,82E+13;-0.2512;-11.678;95.976
6,82E+13;-0.1338;-11.283;94.227
6,82E+13;-0.0224;-12.493;96.539
6,82E+13;0.3609;-11.044;100.443
6,82E+13;0.2795;-11.032;95.820
6,82E+13;0.2124;-12.732;98.563
6,82E+13;0.1489;-12.756;97.006
6,82E+13;0.2375;-11.403;98.946
6,82E+13;0.0974;-11.008;98.790
6,82E+13;0.1944;-10.481;95.652
6,82E+13;0.4687;-12.804;96.359
6,82E+13;0.3789;-12.577;100.922
6,82E+13;0.0722;-11.127;95.437
6,82E+13;-0.2428;-10.912;93.125
6,82E+13;0.2160;-11.163;99.916
6,82E+13;0.5010;-12.313;99.880
6,82E+13;0.5609;-11.990;91.400
6,82E+13;0.0100;-10.373;97.545
6,82E+13;-0.0296;-11.451;95.988
6,82E+13;0.4603;-12.217;98.203
6,82E+13;0.3537;-10.157;98.934
6,82E+13;0.1752;-11.918;92.562
6,82E+13;0.3777;-11.942;103.126
6,82E+13;0.2735;-14.254;96.059
6,82E+13;0.1920;-11.810;101.988
6,82E+13;0.0399;-10.157;98.910
6,82E+13;0.3992;-12.337;98.898
6,82E+13;0.6771;-13.763;103.665
6,82E+13;0.4603;-13.643;98.671
6,82E+13;0.0710;-10.433;98.275
6,82E+13;-0.1853;-11.870;95.760
6,82E+13;0.1549;-10.481;99.018
6,82E+13;0.6184;-12.146;98.227
6,82E+13;0.3585;-11.451;97.724
6,82E+13;0.1333;-11.092;93.808
6,82E+13;-0.0895;-12.517;96.754
6,82E+13;0.1944;-10.732;95.820
6,82E+13;0.1836;-10.014;96.107
6,82E+13;0.2184;-0.9990;96.203
6,82E+13;0.4675;-11.786;96.874
6,82E+13;0.2256;-12.625;93.616
6,82E+13;0.2399;-11.571;98.527
6,82E+13;-0.2799;-10.612;93.113
6,82E+13;0.3345;-10.732;98.718
6,82E+13;0.4531;-10.864;99.353
6,82E+13;0.4579;-12.709;95.377
6,82E+13;0.1944;-12.589;99.892
6,82E+13;0.2902;-11.822;98.359
6,82E+13;0.1860;-12.361;93.903
6,82E+13;0.1477;-11.068;104.551
6,82E+13;0.0854;-11.032;92.849
6,82E+13;0.3633;-11.583;99.066
6,82E+13;0.4160;-12.816;97.628
6,82E+13;0.3693;-12.337;97.353
6,82E+13;-0.2643;-11.918;101.054
6,82E+13;0.1920;-11.068;94.502
6,82E+13;0.1381;-12.864;101.797
6,82E+13;0.4064;-13.463;102.935
6,82E+13;0.3501;-12.217;100.192
6,82E+13;0.0854;-11.774;95.784
6,82E+13;0.1333;-12.110;101.306
6,82E+13;0.4100;-12.697;100.982
6,82E+13;0.3333;-11.738;98.886
6,82E+13;0.1094;-11.774;100.335
6,82E+13;0.3465;-11.906;97.066
6,82E+13;0.6508;-12.062;97.676
6,82E+13;0.2878;-11.666;99.186
6,82E+13;-0.0966;-11.391;94.119
6,82E+13;0.0052;-10.577;100.491
6,82E+13;0.3801;-12.038;92.322
6,82E+13;0.6244;-11.247;102.946
6,82E+13;0.1717;-12.840;94.646
6,82E+13;0.1872;-11.319;99.820
6,82E+13;0.3525;-11.762;92.047
6,82E+13;0.1872;-10.636;96.047
6,82E+13;-0.1697;-12.014;100.000
6,82E+13;0.3741;-10.660;90.250
6,82E+13;0.5813;-12.409;97.964
6,82E+13;0.4483;-11.810;98.958
6,82E+13;-0.0308;-11.032;92.023
6,82E+13;0.0543;-11.199;96.143
6,82E+13;0.2507;-10.361;93.999
6,82E+13;0.5094;-12.026;97.952
6,82E+13;0.1321;-10.744;97.185
6,82E+13;0.2878;-12.481;95.952
6,82E+13;0.3561;-11.714;94.035
6,82E+13;0.4376;-13.870;100.036
6,82E+13;-0.1625;-12.325;104.935
6,82E+13;0.2986;-11.163;95.041
6,82E+13;0.3489;-12.277;99.473
6,82E+13;0.4747;-12.134;103.186
6,82E+13;0.3489;-13.954;96.179
6,82E+13;0.1860;-12.553;106.743
6,82E+13;0.2471;-11.990;93.784
6,82E+13;0.1178;-12.421;101.042
6,82E+13;0.2315;-10.960;98.635
6,82E+13;0.1082;-11.056;102.324
6,82E+13;0.3094;-11.535;89.723
6,82E+13;0.5226;-12.589;103.881
6,82E+13;0.4052;-10.864;96.275
6,82E+13;0.0842;-11.643;93.832
6,82E+13;0.0770;-10.577;94.418
6,82E+13;0.5226;-0.9175;90.178
6,82E+13;0.0758;-12.565;100.096
6,82E+13;0.1872;-0.9666;89.484
6,82E+13;0.5561;-11.990;90.873
6,82E+13;0.6951;-10.577;96.586
6,82E+13;0.1201;-11.283;92.562
6,82E+13;-0.0272;-12.421;95.185
6,82E+13;0.2914;-0.9582;91.807
6,82E+13;0.3022;-12.780;94.981
6,82E+13;0.1369;-11.607;96.634
6,82E+13;0.2423;-14.278;99.281
6,82E+13;0.4950;-11.403;98.623
6,82E+13;0.2160;-12.649;96.574
6,82E+13;-0.1973;-12.122;99.725
6,82E+13;0.0663;-11.846;97.988
6,82E+13;0.0938;-14.349;102.863
6,82E+13;0.4483;-11.762;98.778
6,82E+13;0.2435;-13.200;103.533
6,82E+13;0.1657;-12.828;102.443
6,82E+13;0.0399;-12.936;96.059
6,82E+13;0.1740;-12.900;99.557
6,82E+13;0.0890;-10.133;101.198
6,82E+13;0.0471;-13.188;98.467
6,82E+13;0.4699;-11.607;96.012
6,82E+13;0.4723;-12.146;99.916
6,82E+13;0.2088;-11.547;95.760
6,82E+13;0.1417;-12.732;96.347
6,82E+13;0.3154;-11.738;95.341
6,82E+13;0.3681;-11.690;98.455
6,82E+13;-0.0344;-11.966;97.173
6,82E+13;0.2459;-12.984;99.772
6,82E+13;0.5789;-12.984;102.491
6,82E+13;0.5849;-11.990;91.616
6,82E+13;0.1166;-14.050;104.935
6,82E+13;0.3082;-12.062;98.227
6,82E+13;0.2220;-12.229;93.520
6,82E+13;0.1729;-11.631;101.413
6,82E+13;0.1621;-10.960;93.161
6,82E+13;0.1633;-13.631;101.473
6,82E+13;0.4316;-12.337;95.257
6,82E+13;0.5729;-12.301;93.880
6,82E+13;0.4376;-12.062;100.311
6,82E+13;0.2040;-12.685;99.186
6,82E+13;0.5286;-12.936;95.544
6,82E+13;0.4004;-11.391;95.449
6,82E+13;-0.0164;-12.589;100.048
6,82E+13;0.5370;-12.852;94.742
6,82E+13;0.6472;-12.768;96.994
6,82E+13;0.5981;-11.535;95.820
6,82E+13;0.2112;-11.259;93.927
6,82E+13;0.4004;-11.894;95.964
6,82E+13;0.4531;-12.098;95.808
6,82E+13;0.2172;-13.152;92.167
6,82E+13;0.1273;-12.038;95.988
6,82E+13;0.3741;-12.385;100.946
6,82E+13;0.4891;-13.798;93.891
6,82E+13;0.6352;-12.565;94.598
6,82E+13;0.3202;-13.451;98.167
6,82E+13;0.1501;-14.325;99.868
6,82E+13;0.3980;-13.583;95.688
6,82E+13;0.2363;-13.271;93.149
6,82E+13;0.0004;-14.038;104.096
6,82E+13;0.1740;-15.080;91.903
6,82E+13;0.6088;-13.128;103.222
6,82E+13;0.4962;-11.966;93.029
6,82E+13;-0.1817;-15.032;99.425
6,82E+13;0.1764;-15.212;99.018
6,82E+13;0.5346;-12.146;95.257
6,82E+13;-0.0308;-16.170;100.874
6,82E+13;0.0076;-13.355;96.275
6,82E+13;0.2795;-15.200;102.527
6,82E+13;0.7454;-14.242;101.150
6,82E+13;0.4783;-14.577;97.557
6,82E+13;-0.1146;-13.236;94.490
6,82E+13;-0.0248;-14.182;102.659
6,82E+13;0.4531;-13.846;94.766
6,82E+13;0.0076;-13.427;94.107
6,82E+13;-0.0739;-13.379;102.863
6,82E+13;0.3070;-15.679;95.209
6,82E+13;11.790;-13.403;102.336
6,82E+13;0.4160;-15.140;94.059
6,82E+13;-0.1805;-15.715;101.353
6,82E+13;0.5322;-14.397;94.239
6,82E+13;0.5921;-12.361;97.401
6,82E+13;0.0567;-14.685;92.370
6,82E+13;-0.0224;-13.774;98.527
6,82E+13;0.4603;-13.595;94.335
6,82E+13;0.6723;-12.577;91.137
6,82E+13;0.5597;-14.373;95.604
6,82E+13;-0.1086;-15.068;93.676
6,82E+13;0.1297;-13.882;94.179
6,82E+13;0.5969;-13.798;97.569
6,82E+13;0.3333;-13.092;95.461
6,82E+13;-0.2967;-16.877;100.455
6,82E+13;0.2759;-13.092;91.759
6,82E+13;0.8101;-13.307;100.431
6,82E+13;0.2771;-14.613;95.628
6,82E+13;-0.1817;-17.979;99.509
6,82E+13;0.3465;-13.391;90.119
6,82E+13;0.2064;-13.607;98.778
6,82E+13;-0.0368;-14.158;97.868
6,82E+13;0.2627;-14.601;94.095
6,82E+13;0.0627;-14.565;102.407
6,82E+13;0.4112;-15.236;93.832
6,82E+13;0.4040;-14.888;98.563
6,82E+13;0.0770;-15.691;98.539
6,82E+13;0.1681;-16.218;96.838
6,82E+13;0.4938;-14.541;92.574
6,82E+13;-0.1314;-13.475;104.432
6,82E+13;-0.1661;-16.733;101.689
6,82E+13;0.4699;-13.751;93.748
6,82E+13;0.4100;-14.960;97.664
6,82E+13;0.0231;-16.254;103.438
6,82E+13;0.1932;-16.757;101.330
6,82E+13;0.6759;-13.391;94.251
6,82E+13;0.2818;-14.373;103.629
6,82E+13;-0.1098;-16.505;99.162
6,82E+13;-0.2512;-12.649;94.430
6,82E+13;0.2675;-15.296;97.760
6,82E+13;0.1896;-15.895;99.725
6,82E+13;0.3477;-14.924;102.072
6,82E+13;0.2232;-14.852;96.083
6,82E+13;0.4531;-14.553;95.844
6,82E+13;0.6016;-13.092;99.856
6,82E+13;-0.2332;-14.433;97.317
6,82E+13;0.0315;-15.248;94.299
6,82E+13;0.4579;-12.397;94.574
6,82E+13;-0.1985;-15.116;98.802
6,82E+13;-0.0907;-15.391;92.814
6,82E+13;0.3537;-13.643;101.473
6,82E+13;0.5489;-14.302;87.627
6,82E+13;-0.1038;-15.895;105.246
6,82E+13;-0.0380;-14.014;95.880
6,82E+13;-0.2512;-14.637;91.041
6,82E+13;0.0315;-15.272;99.174
6,82E+13;-0.1158;-14.445;95.029
6,82E+13;-0.3110;-15.499;102.970
6,82E+13;0.0471;-13.774;86.130
6,82E+13;0.6951;-11.846;100.144
6,82E+13;0.2926;-15.044;93.616
6,82E+13;-0.1218;-15.475;98.000
6,82E+13;0.5238;-12.241;91.903
6,82E+13;0.2148;-14.038;96.790
6,82E+13;0.0183;-15.415;91.400
6,82E+13;-0.2559;-15.583;94.227
6,82E+13;0.6663;-12.673;97.832
6,82E+13;0.4244;-12.146;84.465
6,82E+13;0.1393;-17.092;107.103
6,82E+13;0.1345;-17.116;101.114
6,82E+13;0.2495;-16.493;98.371
6,82E+13;0.5525;-12.924;99.856
6,82E+13;0.0303;-14.721;91.340
6,82E+13;-0.4656;-22.219;108.324
6,82E+13;0.5430;-11.499;98.503
6,82E+13;0.1908;-12.505;95.161
6,82E+13;-0.0308;-15.679;112.001
6,82E+13;0.6627;-13.894;81.159
6,82E+13;0.2771;-15.176;103.066
6,82E+13;0.0878;-13.247;94.299
6,82E+13;0.0315;-14.254;92.167
6,82E+13;-0.0260;-15.284;95.305
6,82E+13;0.3310;-12.673;92.119
6,82E+13;-0.1865;-14.397;86.274
6,82E+13;0.0734;-14.230;109.798
6,82E+13;0.2351;-14.781;79.471
6,82E+13;0.4831;-16.493;102.252
6,82E+13;0.3286;-11.774;93.029
6,82E+13;-0.1541;-16.026;88.777
6,82E+13;0.2950;-13.798;102.803
6,82E+13;0.4172;-13.044;91.580
6,82E+13;-0.5470;-16.589;95.053
6,82E+13;0.0998;-13.978;95.317
6,82E+13;0.3046;-14.505;97.664
6,82E+13;0.4663;-14.805;90.753
6,82E+13;0.0698;-16.757;103.246
6,82E+13;0.2447;-15.224;99.557
6,82E+13;0.7118;-16.589;100.683
6,82E+13;0.6543;-13.008;99.198
6,82E+13;-0.3458;-17.488;93.568
6,82E+13;-0.0212;-17.092;104.024
6,82E+13;0.7430;-12.984;99.832
6,82E+13;-0.0392;-14.613;92.993
6,82E+13;-0.0260;-16.374;97.113
6,82E+13;0.5370;-14.062;104.563
6,82E+13;0.6831;-13.487;87.100
6,82E+13;0.2363;-15.164;101.425
6,82E+13;0.2076;-14.302;97.796
6,82E+13;-0.0763;-16.817;94.957
6,82E+13;0.4411;-15.547;94.598
6,82E+13;0.1201;-10.960;92.251
6,82E+13;-0.2799;-17.991;97.089
6,82E+13;0.2902;-12.828;94.047
6,82E+13;0.1920;-14.349;93.436
6,82E+13;0.3681;-14.409;100.551
6,82E+13;0.5477;-16.889;98.167
6,82E+13;0.7130;-15.391;97.042
6,82E+13;-0.1218;-15.619;95.724
6,82E+13;0.2100;-14.158;99.102
6,82E+13;-0.0871;-17.224;99.317
6,82E+13;0.1453;-17.691;107.714
6,82E+13;0.3669;-14.900;94.790
6,82E+13;-0.2248;-14.817;106.947
6,82E+13;0.1597;-18.985;99.473
6,82E+13;0.8232;-16.601;108.959
6,82E+13;0.5070;-14.541;97.389
6,82E+13;-0.3362;-18.122;107.210
6,82E+13;0.1992;-12.397;101.988
6,82E+13;0.2447;-16.062;98.395
6,82E+13;-0.1158;-15.655;104.528
